45.75,0.0,-657.5 45.75,0.0,-667.25 o 40
50.25,0.0,-657.5 50.25,0.0,-667.25 o 40
54.75,0.0,-657.5 54.75,0.0,-667.25 o 40
59.25,0.0,-657.5 59.25,0.0,-667.25 o 40
63.75,0.0,-657.5 63.75,0.0,-667.25 o 40
68.25,0.0,-657.5 68.25,0.0,-667.25 o 40
79.75,0.0,-657.5 79.75,0.0,-667.25 o 40
84.25,0.0,-657.5 84.25,0.0,-667.25 o 40
88.75,0.0,-657.5 88.75,0.0,-667.25 o 40
93.25,0.0,-657.5 93.25,0.0,-667.25 o 40
97.75,0.0,-657.5 97.75,0.0,-667.25 o 40
102.25,0.0,-657.5 102.25,0.0,-667.25 o 40
113.75,0.0,-657.5 113.75,0.0,-667.25 o 40
118.25,0.0,-657.5 118.25,0.0,-667.25 o 40
122.75,0.0,-657.5 122.75,0.0,-667.25 o 40
127.25,0.0,-657.5 127.25,0.0,-667.25 o 40
131.75,0.0,-657.5 131.75,0.0,-667.25 o 40
136.25,0.0,-657.5 136.25,0.0,-667.25 o 40
147.75,0.0,-657.5 147.75,0.0,-667.25 o 40
152.25,0.0,-657.5 152.25,0.0,-667.25 o 40
156.75,0.0,-657.5 156.75,0.0,-667.25 o 40
161.25,0.0,-657.5 161.25,0.0,-667.25 o 40
165.75,0.0,-657.5 165.75,0.0,-667.25 o 40
170.25,0.0,-657.5 170.25,0.0,-667.25 o 40
181.75,0.0,-657.5 181.75,0.0,-667.25 o 40
186.25,0.0,-657.5 186.25,0.0,-667.25 o 40
190.75,0.0,-657.5 190.75,0.0,-667.25 o 40
195.25,0.0,-657.5 195.25,0.0,-667.25 o 40
199.75,0.0,-657.5 199.75,0.0,-667.25 o 40
204.25,0.0,-657.5 204.25,0.0,-667.25 o 40
215.75,0.0,-657.5 215.75,0.0,-667.25 o 40
220.25,0.0,-657.5 220.25,0.0,-667.25 o 40
224.75,0.0,-657.5 224.75,0.0,-667.25 o 40
229.25,0.0,-657.5 229.25,0.0,-667.25 o 40
233.75,0.0,-657.5 233.75,0.0,-667.25 o 40
238.25,0.0,-657.5 238.25,0.0,-667.25 o 40
249.75,0.0,-657.5 249.75,0.0,-667.25 o 40
254.25,0.0,-657.5 254.25,0.0,-667.25 o 40
258.75,0.0,-657.5 258.75,0.0,-667.25 o 40
263.25,0.0,-657.5 263.25,0.0,-667.25 o 40
267.75,0.0,-657.5 267.75,0.0,-667.25 o 40
272.25,0.0,-657.5 272.25,0.0,-667.25 o 40
283.75,0.0,-657.5 283.75,0.0,-667.25 o 40
288.25,0.0,-657.5 288.25,0.0,-667.25 o 40
292.75,0.0,-657.5 292.75,0.0,-667.25 o 40
297.25,0.0,-657.5 297.25,0.0,-667.25 o 40
301.75,0.0,-657.5 301.75,0.0,-667.25 o 40
306.25,0.0,-657.5 306.25,0.0,-667.25 o 40
317.75,0.0,-657.5 317.75,0.0,-667.25 o 40
322.25,0.0,-657.5 322.25,0.0,-667.25 o 40
326.75,0.0,-657.5 326.75,0.0,-667.25 o 40
331.25,0.0,-657.5 331.25,0.0,-667.25 o 40
335.75,0.0,-657.5 335.75,0.0,-667.25 o 40
340.25,0.0,-657.5 340.25,0.0,-667.25 o 40
351.75,0.0,-657.5 351.75,0.0,-667.25 o 40
356.25,0.0,-657.5 356.25,0.0,-667.25 o 40
360.75,0.0,-657.5 360.75,0.0,-667.25 o 40
365.25,0.0,-657.5 365.25,0.0,-667.25 o 40
369.75,0.0,-657.5 369.75,0.0,-667.25 o 40
374.25,0.0,-657.5 374.25,0.0,-667.25 o 40
385.75,0.0,-657.5 385.75,0.0,-667.25 o 40
390.25,0.0,-657.5 390.25,0.0,-667.25 o 40
394.75,0.0,-657.5 394.75,0.0,-667.25 o 40
399.25,0.0,-657.5 399.25,0.0,-667.25 o 40
403.75,0.0,-657.5 403.75,0.0,-667.25 o 40
408.25,0.0,-657.5 408.25,0.0,-667.25 o 40
419.75,0.0,-657.5 419.75,0.0,-667.25 o 40
424.25,0.0,-657.5 424.25,0.0,-667.25 o 40
428.75,0.0,-657.5 428.75,0.0,-667.25 o 40
433.25,0.0,-657.5 433.25,0.0,-667.25 o 40
437.75,0.0,-657.5 437.75,0.0,-667.25 o 40
442.25,0.0,-657.5 442.25,0.0,-667.25 o 40
453.75,0.0,-657.5 453.75,0.0,-667.25 o 40
458.25,0.0,-657.5 458.25,0.0,-667.25 o 40
462.75,0.0,-657.5 462.75,0.0,-667.25 o 40
467.25,0.0,-657.5 467.25,0.0,-667.25 o 40
471.75,0.0,-657.5 471.75,0.0,-667.25 o 40
476.25,0.0,-657.5 476.25,0.0,-667.25 o 40
487.75,0.0,-657.5 487.75,0.0,-667.25 o 40
492.25,0.0,-657.5 492.25,0.0,-667.25 o 40
496.75,0.0,-657.5 496.75,0.0,-667.25 o 40
501.25,0.0,-657.5 501.25,0.0,-667.25 o 40
505.75,0.0,-657.5 505.75,0.0,-667.25 o 40
510.25,0.0,-657.5 510.25,0.0,-667.25 o 40
521.75,0.0,-657.5 521.75,0.0,-667.25 o 40
526.25,0.0,-657.5 526.25,0.0,-667.25 o 40
530.75,0.0,-657.5 530.75,0.0,-667.25 o 40
535.25,0.0,-657.5 535.25,0.0,-667.25 o 40
539.75,0.0,-657.5 539.75,0.0,-667.25 o 40
544.25,0.0,-657.5 544.25,0.0,-667.25 o 40
555.75,0.0,-657.5 555.75,0.0,-667.25 o 40
560.25,0.0,-657.5 560.25,0.0,-667.25 o 40
564.75,0.0,-657.5 564.75,0.0,-667.25 o 40
569.25,0.0,-657.5 569.25,0.0,-667.25 o 40
573.75,0.0,-657.5 573.75,0.0,-667.25 o 40
578.25,0.0,-657.5 578.25,0.0,-667.25 o 40
589.75,0.0,-657.5 589.75,0.0,-667.25 o 40
594.25,0.0,-657.5 594.25,0.0,-667.25 o 40
598.75,0.0,-657.5 598.75,0.0,-667.25 o 40
603.25,0.0,-657.5 603.25,0.0,-667.25 o 40
607.75,0.0,-657.5 607.75,0.0,-667.25 o 40
612.25,0.0,-657.5 612.25,0.0,-667.25 o 40
623.75,0.0,-657.5 623.75,0.0,-667.25 o 40
628.25,0.0,-657.5 628.25,0.0,-667.25 o 40
632.75,0.0,-657.5 632.75,0.0,-667.25 o 40
637.25,0.0,-657.5 637.25,0.0,-667.25 o 40
641.75,0.0,-657.5 641.75,0.0,-667.25 o 40
646.25,0.0,-657.5 646.25,0.0,-667.25 o 40
657.75,0.0,-657.5 657.75,0.0,-667.25 o 40
662.25,0.0,-657.5 662.25,0.0,-667.25 o 40
666.75,0.0,-657.5 666.75,0.0,-667.25 o 40
671.25,0.0,-657.5 671.25,0.0,-667.25 o 40
675.75,0.0,-657.5 675.75,0.0,-667.25 o 40
680.25,0.0,-657.5 680.25,0.0,-667.25 o 40
691.75,0.0,-657.5 691.75,0.0,-667.25 o 40
696.25,0.0,-657.5 696.25,0.0,-667.25 o 40
700.75,0.0,-657.5 700.75,0.0,-667.25 o 40
705.25,0.0,-657.5 705.25,0.0,-667.25 o 40
709.75,0.0,-657.5 709.75,0.0,-667.25 o 40
714.25,0.0,-657.5 714.25,0.0,-667.25 o 40
725.75,0.0,-657.5 725.75,0.0,-667.25 o 40
730.25,0.0,-657.5 730.25,0.0,-667.25 o 40
734.75,0.0,-657.5 734.75,0.0,-667.25 o 40
739.25,0.0,-657.5 739.25,0.0,-667.25 o 40
743.75,0.0,-657.5 743.75,0.0,-667.25 o 40
748.25,0.0,-657.5 748.25,0.0,-667.25 o 40
759.75,0.0,-657.5 759.75,0.0,-667.25 o 40
764.25,0.0,-657.5 764.25,0.0,-667.25 o 40
768.75,0.0,-657.5 768.75,0.0,-667.25 o 40
773.25,0.0,-657.5 773.25,0.0,-667.25 o 40
777.75,0.0,-657.5 777.75,0.0,-667.25 o 40
782.25,0.0,-657.5 782.25,0.0,-667.25 o 40
793.75,0.0,-657.5 793.75,0.0,-667.25 o 40
798.25,0.0,-657.5 798.25,0.0,-667.25 o 40
802.75,0.0,-657.5 802.75,0.0,-667.25 o 40
807.25,0.0,-657.5 807.25,0.0,-667.25 o 40
811.75,0.0,-657.5 811.75,0.0,-667.25 o 40
816.25,0.0,-657.5 816.25,0.0,-667.25 o 40
827.75,0.0,-657.5 827.75,0.0,-667.25 o 40
832.25,0.0,-657.5 832.25,0.0,-667.25 o 40
836.75,0.0,-657.5 836.75,0.0,-667.25 o 40
841.25,0.0,-657.5 841.25,0.0,-667.25 o 40
845.75,0.0,-657.5 845.75,0.0,-667.25 o 40
850.25,0.0,-657.5 850.25,0.0,-667.25 o 40
861.75,0.0,-657.5 861.75,0.0,-667.25 o 40
866.25,0.0,-657.5 866.25,0.0,-667.25 o 40
870.75,0.0,-657.5 870.75,0.0,-667.25 o 40
875.25,0.0,-657.5 875.25,0.0,-667.25 o 40
879.75,0.0,-657.5 879.75,0.0,-667.25 o 40
884.25,0.0,-657.5 884.25,0.0,-667.25 o 40
895.75,0.0,-657.5 895.75,0.0,-667.25 o 40
900.25,0.0,-657.5 900.25,0.0,-667.25 o 40
904.75,0.0,-657.5 904.75,0.0,-667.25 o 40
909.25,0.0,-657.5 909.25,0.0,-667.25 o 40
913.75,0.0,-657.5 913.75,0.0,-667.25 o 40
918.25,0.0,-657.5 918.25,0.0,-667.25 o 40
929.75,0.0,-657.5 929.75,0.0,-667.25 o 40
934.25,0.0,-657.5 934.25,0.0,-667.25 o 40
938.75,0.0,-657.5 938.75,0.0,-667.25 o 40
943.25,0.0,-657.5 943.25,0.0,-667.25 o 40
947.75,0.0,-657.5 947.75,0.0,-667.25 o 40
952.25,0.0,-657.5 952.25,0.0,-667.25 o 40
963.75,0.0,-657.5 963.75,0.0,-667.25 o 40
968.25,0.0,-657.5 968.25,0.0,-667.25 o 40
972.75,0.0,-657.5 972.75,0.0,-667.25 o 40
977.25,0.0,-657.5 977.25,0.0,-667.25 o 40
981.75,0.0,-657.5 981.75,0.0,-667.25 o 40
986.25,0.0,-657.5 986.25,0.0,-667.25 o 40
997.75,0.0,-657.5 997.75,0.0,-667.25 o 40
1002.25,0.0,-657.5 1002.25,0.0,-667.25 o 40
1006.75,0.0,-657.5 1006.75,0.0,-667.25 o 40
1011.25,0.0,-657.5 1011.25,0.0,-667.25 o 40
1015.75,0.0,-657.5 1015.75,0.0,-667.25 o 40
1020.25,0.0,-657.5 1020.25,0.0,-667.25 o 40
1031.75,0.0,-657.5 1031.75,0.0,-667.25 o 40
1036.25,0.0,-657.5 1036.25,0.0,-667.25 o 40
1040.75,0.0,-657.5 1040.75,0.0,-667.25 o 40
1045.25,0.0,-657.5 1045.25,0.0,-667.25 o 40
1049.75,0.0,-657.5 1049.75,0.0,-667.25 o 40
1054.25,0.0,-657.5 1054.25,0.0,-667.25 o 40
1065.75,0.0,-657.5 1065.75,0.0,-667.25 o 40
1070.25,0.0,-657.5 1070.25,0.0,-667.25 o 40
1074.75,0.0,-657.5 1074.75,0.0,-667.25 o 40
1079.25,0.0,-657.5 1079.25,0.0,-667.25 o 40
1083.75,0.0,-657.5 1083.75,0.0,-667.25 o 40
1088.25,0.0,-657.5 1088.25,0.0,-667.25 o 40
1099.75,0.0,-657.5 1099.75,0.0,-667.25 o 40
1104.25,0.0,-657.5 1104.25,0.0,-667.25 o 40
1108.75,0.0,-657.5 1108.75,0.0,-667.25 o 40
1113.25,0.0,-657.5 1113.25,0.0,-667.25 o 40
1117.75,0.0,-657.5 1117.75,0.0,-667.25 o 40
1122.25,0.0,-657.5 1122.25,0.0,-667.25 o 40
